  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
17:20 05/14/2017	-6.2	3.14	6.04	0.9	2.6	4.0	4.17	23.6	7.96	26.1	5.41	23.4	4.31	26.0	6.35	25.8	2.39	26.3	5.31	26.1	6.51	28.3	5.15	41.3	2.15	26.3	6.49	26.2	6.14	26.4	5.64	26.5	6.20	26.0	6.67	26.1
17:30 05/14/2017	-6.2	3.13	6.04	0.9	2.6	4.0	4.17	23.5	7.96	26.1	5.41	23.3	4.31	26.0	6.35	25.8	2.39	26.3	5.31	26.1	6.51	28.2	5.16	41.2	2.15	26.2	6.49	26.1	6.14	26.3	5.64	26.3	6.20	26.0	6.67	26.1
17:40 05/14/2017	-6.2	3.13	6.04	0.9	2.6	4.2	4.17	23.5	7.96	26.1	5.41	23.3	4.31	26.0	6.35	25.7	2.39	26.3	5.31	26.1	6.51	28.2	5.16	41.0	2.15	26.2	6.49	26.0	6.14	26.2	5.64	26.3	6.20	25.9	6.67	26.1
17:50 05/14/2017	-6.2	3.13	6.04	0.9	2.3	3.6	4.17	23.5	7.96	26.1	5.41	23.3	4.31	25.9	6.35	25.7	2.39	26.3	5.31	26.1	6.51	28.2	5.16	40.7	2.15	26.2	6.49	25.8	6.14	26.1	5.64	26.2	6.20	25.9	6.67	26.1
18:00 05/14/2017	-6.2	3.13	6.04	0.9	2.5	3.2	4.17	23.4	7.96	26.1	5.42	23.3	4.31	26.0	6.35	25.8	2.39	26.4	5.31	26.1	6.51	28.2	5.16	40.8	2.15	26.2	6.49	26.1	6.14	26.4	5.63	26.3	6.20	25.9	6.67	26.1
18:10 05/14/2017	-6.2	3.12	6.04	0.8	2.6	4.2	4.17	23.4	7.96	26.1	5.42	23.2	4.31	26.2	6.35	26.2	2.39	26.5	5.31	26.1	6.51	28.2	5.16	41.7	2.15	26.2	6.49	26.2	6.14	26.7	5.63	26.5	6.20	25.9	6.67	26.1
18:20 05/14/2017	-6.2	3.12	6.04	0.9	2.4	3.8	4.16	23.3	7.96	26.1	5.42	23.3	4.30	26.3	6.35	26.5	2.39	26.6	5.31	26.0	6.51	28.2	5.16	41.8	2.15	26.2	6.49	26.5	6.15	27.0	5.63	26.6	6.20	25.9	6.67	26.1
18:30 05/14/2017	-6.2	3.11	6.04	0.8	2.3	3.4	4.16	23.3	7.96	26.1	5.42	23.5	4.30	26.3	6.35	26.6	2.39	26.6	5.31	26.0	6.52	28.2	5.16	42.7	2.15	26.2	6.49	26.6	6.15	27.2	5.63	26.8	6.20	25.9	6.67	26.1
18:40 05/14/2017	-6.2	3.11	6.04	0.8	2.3	3.8	4.16	23.3	7.96	26.1	5.42	23.4	4.30	26.3	6.35	26.5	2.39	26.5	5.31	26.0	6.52	28.2	5.16	42.8	2.15	26.2	6.49	26.5	6.15	26.9	5.63	26.7	6.20	25.9	6.67	26.1
18:50 05/14/2017	-6.2	3.10	6.04	0.9	2.5	3.7	4.16	23.3	7.96	26.1	5.43	23.4	4.30	26.3	6.35	26.4	2.39	26.5	5.31	26.0	6.52	28.2	5.17	40.8	2.15	26.2	6.49	26.5	6.15	26.7	5.63	26.6	6.20	25.9	6.67	26.1
19:00 05/14/2017	-6.2	3.09	6.04	1.0	2.6	4.2	4.16	23.3	7.96	26.1	5.43	23.3	4.30	26.2	6.35	26.3	2.38	26.5	5.31	26.0	6.52	28.2	5.17	42.4	2.15	26.2	6.49	26.3	6.15	26.5	5.63	26.6	6.20	25.9	6.67	26.1
19:10 05/14/2017	-6.2	3.09	6.04	0.9	2.2	4.1	4.16	23.4	7.97	26.1	5.43	23.3	4.29	26.2	6.35	26.2	2.38	26.5	5.31	26.0	6.52	28.2	5.17	41.7	2.15	26.1	6.49	26.2	6.15	26.4	5.63	26.4	6.21	25.9	6.67	26.1
19:20 05/14/2017	-6.2	3.08	6.04	0.9	2.3	3.5	4.16	23.5	7.97	26.1	5.43	23.5	4.29	26.2	6.35	26.1	2.38	26.5	5.31	26.0	6.52	28.2	5.17	41.2	2.15	26.1	6.49	26.1	6.15	26.3	5.63	26.3	6.21	25.9	6.67	26.1
19:30 05/14/2017	-6.2	3.08	6.04	0.8	2.3	3.1	4.16	23.6	7.97	26.1	5.44	23.6	4.29	26.2	6.35	26.1	2.37	26.4	5.31	26.0	6.52	28.2	5.17	41.7	2.15	26.1	6.49	26.0	6.15	26.2	5.63	26.2	6.21	25.9	6.67	26.1
19:40 05/14/2017	-6.2	3.07	6.04	0.8	2.3	4.1	4.15	23.7	7.97	26.1	5.44	23.7	4.28	26.1	6.35	26.0	2.37	26.4	5.31	26.0	6.52	28.2	5.17	41.8	2.15	26.1	6.49	25.8	6.15	26.1	5.63	26.2	6.21	25.9	6.67	26.1
19:50 05/14/2017	-6.2	3.06	6.04	0.9	2.4	4.1	4.15	23.7	7.98	26.1	5.44	23.7	4.26	26.1	6.35	26.0	2.36	26.4	5.31	26.0	6.52	28.2	5.18	42.1	2.15	26.1	6.49	26.0	6.15	26.3	5.63	26.2	6.21	25.9	6.67	26.1
20:00 05/14/2017	-6.2	3.06	6.04	0.9	2.0	4.2	4.15	23.8	7.98	26.1	5.44	23.8	4.26	26.1	6.35	25.9	2.35	26.4	5.31	26.0	6.52	28.2	5.18	42.2	2.15	26.1	6.49	26.1	6.15	26.6	5.62	26.4	6.20	25.9	6.68	26.1
20:10 05/14/2017	-6.2	3.06	6.04	0.9	2.6	3.7	4.15	23.9	7.98	26.1	5.45	23.8	4.25	26.1	6.35	25.9	2.34	26.4	5.31	26.0	6.53	28.2	5.19	42.7	2.15	26.1	6.49	26.3	6.14	26.8	5.62	26.6	6.20	25.9	6.68	26.1
20:20 05/14/2017	-6.2	3.05	6.04	1.0	2.3	4.3	4.14	23.9	7.98	26.1	5.45	23.8	4.25	26.1	6.35	25.8	2.33	26.4	5.31	26.0	6.53	28.2	5.19	43.2	2.15	26.1	6.49	26.5	6.14	27.1	5.62	26.7	6.20	26.0	6.68	26.1
20:30 05/14/2017	-6.2	3.05	6.04	0.9	2.5	4.3	4.14	24.0	7.98	26.1	5.45	23.8	4.25	26.1	6.35	25.8	2.32	26.4	5.31	26.0	6.53	28.2	5.20	43.2	2.15	26.1	6.49	26.5	6.14	27.0	5.62	26.7	6.20	26.0	6.68	26.2
20:40 05/14/2017	-6.2	3.04	6.04	1.0	2.3	3.9	4.14	24.0	7.99	26.1	5.45	23.8	4.25	26.0	6.35	25.8	2.32	26.4	5.32	26.0	6.53	28.2	5.20	43.4	2.15	26.1	6.49	26.4	6.14	26.8	5.62	26.6	6.20	26.0	6.69	26.2
20:50 05/14/2017	-6.2	3.04	6.04	0.8	2.3	4.1	4.14	24.0	7.99	26.1	5.45	23.8	4.24	26.0	6.35	25.7	2.31	26.4	5.32	26.0	6.53	28.2	5.20	43.5	2.15	26.1	6.49	26.3	6.14	26.6	5.62	26.5	6.20	26.0	6.69	26.2
21:00 05/14/2017	-6.2	3.03	6.04	0.9	2.6	4.3	4.14	24.0	7.99	26.1	5.47	23.9	4.24	26.0	6.35	25.7	2.31	26.4	5.32	26.0	6.53	28.2	5.20	43.0	2.15	26.2	6.49	26.2	6.14	26.5	5.62	26.5	6.20	26.0	6.69	26.2
21:10 05/14/2017	-6.2	3.03	6.04	0.9	2.3	4.1	4.14	24.0	7.99	26.1	5.47	23.8	4.24	26.0	6.35	25.7	2.31	26.4	5.32	26.0	6.53	28.2	5.21	42.6	2.15	26.2	6.49	26.1	6.14	26.3	5.62	26.4	6.20	26.0	6.69	26.2
21:20 05/14/2017	-6.2	3.03	6.05	1.0	2.5	3.7	4.14	24.0	7.99	26.1	5.47	23.9	4.24	26.0	6.35	25.7	2.31	26.4	5.31	26.0	6.53	28.2	5.21	42.8	2.15	26.2	6.49	26.0	6.14	26.3	5.62	26.3	6.20	26.0	6.70	26.2
21:30 05/14/2017	-6.2	3.02	6.05	1.0	2.5	4.3	4.14	24.0	8.00	26.1	5.47	23.8	4.24	25.9	6.35	25.7	2.30	26.4	5.31	26.0	6.53	28.2	5.21	42.8	2.15	26.2	6.49	25.9	6.15	26.2	5.61	26.2	6.20	26.0	6.70	26.2
21:40 05/14/2017	-6.2	3.02	6.05	0.6	2.0	3.5	4.13	24.0	8.00	26.1	5.48	23.8	4.24	25.9	6.35	25.7	2.30	26.4	5.31	26.0	6.53	28.2	5.22	42.7	2.15	26.2	6.49	25.8	6.15	26.1	5.61	26.2	6.20	26.0	6.70	26.2
21:50 05/14/2017	-6.2	3.01	6.05	0.9	2.6	3.7	4.13	24.0	8.00	26.1	5.48	23.8	4.24	25.9	6.35	25.7	2.30	26.4	5.31	26.0	6.54	28.2	5.22	42.8	2.15	26.2	6.49	25.9	6.15	26.4	5.61	26.2	6.20	26.0	6.71	26.2
22:00 05/14/2017	-6.2	3.00	6.05	0.9	2.4	4.2	4.13	24.0	8.00	26.1	5.48	23.8	4.23	25.9	6.35	25.7	2.30	26.3	5.30	26.0	6.54	28.2	5.23	42.8	2.15	26.1	6.49	26.2	6.15	26.7	5.61	26.4	6.20	26.0	6.71	26.2
22:10 05/14/2017	-6.2	3.00	6.05	0.9	2.3	3.9	4.13	24.0	8.00	26.1	5.48	23.8	4.23	25.9	6.35	25.7	2.29	26.4	5.30	26.0	6.54	28.2	5.23	43.0	2.15	26.2	6.49	26.4	6.15	27.0	5.61	26.6	6.20	26.0	6.71	26.2
22:20 05/14/2017	-6.2	2.99	6.05	0.8	2.6	4.2	4.13	24.0	8.00	26.1	5.48	23.9	4.23	26.0	6.34	26.0	2.29	26.5	5.30	26.0	6.54	28.2	5.23	40.3	2.15	26.2	6.50	26.6	6.15	27.2	5.61	26.8	6.20	26.0	6.71	26.2
22:30 05/14/2017	-6.2	2.98	6.05	0.8	2.1	3.7	4.13	24.0	8.00	26.2	5.48	24.0	4.23	26.2	6.34	26.3	2.29	26.6	5.30	26.0	6.54	28.2	5.24	43.1	2.15	26.2	6.50	26.5	6.15	26.9	5.61	26.7	6.20	26.0	6.72	26.2
22:40 05/14/2017	-6.2	2.98	6.05	1.0	2.4	4.0	4.13	24.0	8.00	26.2	5.49	24.0	4.23	26.3	6.34	26.6	2.28	26.6	5.30	26.0	6.54	28.2	5.24	43.4	2.15	26.1	6.50	26.4	6.15	26.7	5.61	26.7	6.20	26.0	6.72	26.2
22:50 05/14/2017	-6.2	2.97	6.05	1.0	2.1	3.9	4.13	24.0	8.01	26.2	5.49	24.1	4.22	26.3	6.34	26.5	2.28	26.5	5.30	26.0	6.54	28.2	5.24	43.1	2.15	26.1	6.50	26.3	6.15	26.6	5.61	26.6	6.20	26.0	6.72	26.2
23:00 05/14/2017	-6.2	2.96	6.05	0.9	2.5	4.3	4.13	24.0	8.01	26.2	5.49	24.1	4.22	26.2	6.34	26.4	2.27	26.5	5.30	26.0	6.54	28.2	5.24	42.3	2.15	26.2	6.50	26.2	6.15	26.5	5.61	26.5	6.19	26.0	6.73	26.2
23:10 05/14/2017	-6.2	2.95	6.05	0.9	2.3	4.3	4.13	24.0	8.01	26.1	5.49	24.0	4.22	26.2	6.34	26.3	2.27	26.4	5.30	26.0	6.54	28.2	5.25	43.5	2.15	26.2	6.50	26.1	6.15	26.3	5.61	26.3	6.19	26.0	6.73	26.2
23:20 05/14/2017	-6.2	2.95	6.05	0.8	2.4	4.3	4.12	24.0	8.01	26.1	5.49	23.9	4.22	26.2	6.34	26.3	2.27	26.4	5.30	26.0	6.54	28.2	5.25	43.2	2.15	26.1	6.50	26.0	6.15	26.2	5.61	26.3	6.19	26.0	6.73	26.2
23:30 05/14/2017	-6.2	2.94	6.05	0.9	2.3	3.5	4.12	24.0	8.01	26.1	5.49	23.9	4.22	26.2	6.34	26.1	2.27	26.4	5.30	26.0	6.54	28.2	5.25	43.2	2.15	26.1	6.50	25.9	6.15	26.1	5.61	26.2	6.19	26.0	6.73	26.2
23:40 05/14/2017	-6.2	2.94	6.05	0.9	2.3	4.2	4.12	24.0	8.01	26.1	5.50	23.9	4.22	26.2	6.34	26.1	2.27	26.3	5.30	26.0	6.54	28.2	5.25	40.4	2.15	26.1	6.50	25.8	6.15	26.1	5.61	26.2	6.19	26.0	6.74	26.1
23:50 05/14/2017	-6.2	2.93	6.05	0.9	2.2	4.0	4.12	24.0	8.01	26.1	5.50	23.8	4.22	26.1	6.34	26.0	2.27	26.3	5.30	26.0	6.55	28.2	5.26	43.2	2.15	26.1	6.50	26.1	6.15	26.5	5.61	26.3	6.19	26.0	6.74	26.1
00:00 05/15/2017	-6.2	2.92	6.05	0.9	2.5	3.8	4.12	24.1	8.02	26.1	5.49	24.6	4.21	26.1	6.34	26.0	2.26	26.3	5.30	26.0	6.54	28.2	5.25	42.8	2.15	26.1	6.50	26.3	6.15	26.8	5.61	26.5	6.19	26.0	6.74	26.1
00:10 05/15/2017	-6.2	2.90	6.05	0.9	2.4	4.3	4.12	24.3	8.02	26.2	5.49	25.0	4.20	26.1	6.33	26.0	2.24	26.3	5.28	26.0	6.54	28.2	5.24	42.8	2.15	26.2	6.49	26.5	6.14	27.1	5.60	26.7	6.19	26.0	6.74	26.2
00:20 05/15/2017	-6.2	2.88	6.05	1.0	2.3	3.0	4.11	24.6	8.03	26.2	5.48	25.2	4.19	26.1	6.33	26.0	2.23	26.3	5.28	26.0	6.54	28.2	5.23	42.8	2.15	26.2	6.49	26.6	6.14	27.1	5.60	26.8	6.18	26.0	6.74	26.2
00:30 05/15/2017	-6.2	2.87	6.05	0.9	2.5	3.7	4.11	24.6	8.03	26.2	5.48	24.8	4.19	26.1	6.32	26.0	2.23	26.3	5.28	26.1	6.54	28.3	5.23	42.8	2.15	26.2	6.49	26.5	6.14	27.0	5.60	26.7	6.18	26.0	6.74	26.2
00:40 05/15/2017	-6.2	2.87	6.05	0.9	2.6	3.9	4.11	24.6	8.03	26.2	5.48	24.5	4.20	26.1	6.33	26.0	2.25	26.3	5.28	26.1	6.54	28.3	5.24	42.7	2.15	26.2	6.49	26.4	6.14	26.8	5.60	26.7	6.19	26.0	6.73	26.2
00:50 05/15/2017	-6.2	2.87	6.05	1.0	2.5	4.0	4.11	24.5	8.01	26.2	5.49	24.2	4.20	26.1	6.33	25.9	2.26	26.3	5.29	26.1	6.54	28.3	5.24	42.8	2.15	26.2	6.49	26.3	6.14	26.6	5.61	26.6	6.19	26.0	6.73	26.2
01:00 05/15/2017	-6.2	2.87	6.05	0.9	2.4	4.0	4.11	24.4	8.03	26.2	5.49	24.1	4.20	26.1	6.33	25.8	2.26	26.3	5.29	26.0	6.54	28.3	5.24	42.8	2.15	26.2	6.49	26.2	6.15	26.5	5.61	26.6	6.20	26.0	6.73	26.2
01:10 05/15/2017	-6.2	2.86	6.05	0.9	2.5	3.8	4.11	24.3	8.02	26.2	5.49	24.0	4.20	26.1	6.34	25.8	2.26	26.3	5.29	26.0	6.54	28.2	5.24	42.5	2.15	26.2	6.49	26.1	6.15	26.4	5.61	26.5	6.20	26.0	6.73	26.2
01:20 05/15/2017	-6.2	2.86	6.05	0.9	2.4	4.3	4.11	24.2	8.02	26.1	5.49	23.9	4.20	26.1	6.34	25.8	2.27	26.3	5.30	26.0	6.54	28.2	5.24	43.0	2.15	26.2	6.50	26.1	6.15	26.3	5.61	26.4	6.20	26.0	6.73	26.2
01:30 05/15/2017	-6.2	2.86	6.05	0.9	2.5	4.1	4.11	24.1	8.02	26.1	5.50	23.8	4.20	26.0	6.34	25.8	2.27	26.3	5.30	26.0	6.55	28.2	5.24	42.6	2.15	26.2	6.50	26.0	6.15	26.2	5.61	26.3	6.20	26.0	6.73	26.2
01:40 05/15/2017	-6.2	2.85	6.05	0.9	2.6	4.2	4.11	24.1	8.02	26.1	5.50	23.8	4.20	26.0	6.34	25.7	2.26	26.2	5.30	26.0	6.55	28.2	5.25	42.7	2.15	26.2	6.50	25.9	6.15	26.1	5.61	26.2	6.20	25.9	6.73	26.2
01:50 05/15/2017	-6.2	2.85	6.05	0.9	1.8	4.1	4.11	24.0	8.03	26.1	5.50	23.8	4.20	26.0	6.34	25.7	2.26	26.2	5.30	26.0	6.55	28.2	5.25	42.7	2.15	26.2	6.50	25.9	6.15	26.2	5.61	26.2	6.20	25.9	6.73	26.2
02:00 05/15/2017	-6.2	2.84	6.05	0.9	2.6	4.0	4.11	24.0	8.02	26.1	5.50	23.8	4.20	26.0	6.34	25.7	2.26	26.2	5.30	26.0	6.55	28.2	5.25	40.0	2.15	26.1	6.50	26.1	6.15	26.6	5.61	26.3	6.20	25.9	6.74	26.2
02:10 05/15/2017	-6.2	2.84	6.05	0.7	2.0	3.7	4.11	24.0	8.03	26.1	5.50	23.7	4.20	26.0	6.34	25.7	2.26	26.2	5.30	26.0	6.55	28.2	5.25	42.0	2.15	26.1	6.50	26.3	6.15	26.8	5.61	26.5	6.20	25.9	6.74	26.1
02:20 05/15/2017	-6.2	2.84	6.05	0.8	2.5	4.0	4.11	24.0	8.03	26.1	5.50	23.7	4.20	26.1	6.34	25.9	2.26	26.3	5.30	26.0	6.55	28.2	5.25	41.6	2.15	26.1	6.50	26.6	6.15	27.1	5.61	26.7	6.20	25.9	6.74	26.1
02:30 05/15/2017	-6.2	2.83	6.05	0.8	2.4	4.1	4.11	24.0	8.03	26.1	5.50	23.8	4.20	26.2	6.34	26.3	2.25	26.4	5.30	26.0	6.55	28.2	5.25	42.1	2.15	26.1	6.50	26.6	6.15	27.0	5.61	26.7	6.20	25.9	6.74	26.1
02:40 05/15/2017	-6.2	2.83	6.05	0.9	2.4	4.2	4.11	24.0	8.03	26.0	5.50	23.9	4.19	26.3	6.34	26.6	2.24	26.5	5.30	26.0	6.55	28.2	5.25	41.9	2.15	26.1	6.50	26.5	6.15	26.8	5.60	26.6	6.20	25.9	6.74	26.1
02:50 05/15/2017	-6.2	2.83	6.05	0.9	2.1	3.7	4.11	24.0	8.03	26.0	5.51	24.1	4.19	26.3	6.34	26.6	2.23	26.4	5.30	25.9	6.55	28.2	5.26	41.7	2.15	26.1	6.50	26.3	6.15	26.6	5.60	26.6	6.20	25.9	6.74	26.1
03:00 05/15/2017	-6.2	2.83	6.05	0.8	2.2	3.9	4.10	24.0	8.03	26.0	5.51	24.0	4.19	26.3	6.34	26.4	2.22	26.3	5.31	25.9	6.55	28.2	5.26	41.9	2.15	26.1	6.50	26.2	6.15	26.5	5.60	26.5	6.20	25.8	6.74	26.1
03:10 05/15/2017	-6.2	2.82	6.05	0.9	2.4	4.2	4.10	24.0	8.03	26.0	5.51	24.0	4.19	26.3	6.34	26.3	2.22	26.3	5.31	25.9	6.55	28.1	5.26	42.0	2.15	26.1	6.50	26.2	6.15	26.4	5.60	26.4	6.20	25.8	6.75	26.1
03:20 05/15/2017	-6.2	2.82	6.05	0.8	2.0	3.8	4.10	24.0	8.03	26.0	5.51	24.0	4.18	26.2	6.34	26.2	2.22	26.3	5.31	25.9	6.55	28.1	5.26	42.0	2.15	26.1	6.50	26.1	6.15	26.3	5.60	26.3	6.20	25.8	6.75	26.1
03:30 05/15/2017	-6.2	2.81	6.05	0.8	2.2	4.2	4.10	23.9	8.03	26.0	5.51	24.0	4.18	26.2	6.34	26.1	2.22	26.2	5.31	25.9	6.55	28.1	5.28	41.7	2.15	26.1	6.50	26.0	6.15	26.2	5.60	26.2	6.20	25.8	6.75	26.1
03:40 05/15/2017	-6.2	2.81	6.05	0.9	2.3	4.2	4.10	23.9	8.03	26.0	5.51	23.9	4.18	26.2	6.34	26.1	2.21	26.2	5.31	25.8	6.56	28.1	5.28	41.8	2.15	26.1	6.50	25.8	6.15	26.1	5.60	26.1	6.20	25.8	6.75	26.1
03:50 05/15/2017	-6.2	2.80	6.05	0.8	2.5	3.9	4.10	23.8	8.03	26.0	5.51	23.9	4.18	26.1	6.34	26.0	2.21	26.2	5.31	25.8	6.56	28.1	5.28	41.1	2.15	26.1	6.50	26.0	6.15	26.3	5.60	26.2	6.20	25.8	6.75	26.0
04:00 05/15/2017	-6.2	2.79	6.05	0.9	2.5	3.8	4.10	23.9	8.03	26.0	5.51	24.2	4.18	26.1	6.33	25.9	2.21	26.2	5.30	25.8	6.56	28.1	5.28	41.1	2.15	26.1	6.50	26.2	6.15	26.7	5.60	26.4	6.20	25.8	6.76	26.0
04:10 05/15/2017	-6.2	2.77	6.05	1.0	2.5	4.1	4.09	24.2	8.03	26.0	5.50	24.7	4.17	26.1	6.33	26.0	2.20	26.2	5.29	25.9	6.55	28.1	5.27	40.7	2.15	26.1	6.50	26.4	6.15	27.0	5.60	26.6	6.19	25.8	6.76	26.1
04:20 05/15/2017	-6.2	2.75	6.04	0.9	2.1	4.0	4.09	24.5	8.04	26.1	5.50	25.0	4.16	26.1	6.32	26.0	2.18	26.2	5.28	26.0	6.55	28.2	5.26	40.9	2.15	26.2	6.50	26.6	6.15	27.2	5.59	26.8	6.19	25.9	6.76	26.1
04:30 05/15/2017	-6.2	2.74	6.04	0.9	2.6	3.8	4.09	24.8	8.04	26.1	5.49	25.2	4.15	26.2	6.32	26.1	2.16	26.3	5.27	26.0	6.55	28.2	5.26	40.9	2.15	26.2	6.49	26.6	6.14	27.0	5.59	26.8	6.18	26.0	6.76	26.1
04:40 05/15/2017	-6.2	2.74	6.04	0.8	2.1	3.9	4.09	25.0	8.05	26.2	5.49	25.2	4.14	26.2	6.32	26.2	2.16	26.3	5.27	26.1	6.54	28.3	5.25	40.9	2.15	26.2	6.49	26.6	6.14	26.9	5.59	26.8	6.18	26.0	6.76	26.1
04:50 05/15/2017	-6.2	2.73	6.04	0.9	2.5	3.4	4.09	25.0	8.05	26.2	5.48	24.8	4.14	26.2	6.32	26.2	2.16	26.3	5.27	26.1	6.54	28.3	5.25	41.3	2.15	26.2	6.49	26.5	6.14	26.8	5.59	26.7	6.18	26.0	6.75	26.2
05:00 05/15/2017	-6.2	2.73	6.04	0.9	2.1	4.0	4.09	24.8	8.05	26.2	5.48	24.8	4.15	26.2	6.32	26.2	2.16	26.3	5.27	26.1	6.54	28.3	5.25	41.3	2.15	26.2	6.49	26.5	6.14	26.7	5.59	26.7	6.17	26.0	6.75	26.2
05:10 05/15/2017	-6.2	2.72	6.04	0.8	2.5	4.1	4.09	24.8	8.05	26.2	5.47	24.8	4.14	26.2	6.32	26.2	2.16	26.3	5.27	26.2	6.54	28.4	5.25	41.2	2.15	26.3	6.49	26.5	6.14	26.7	5.59	26.7	6.18	26.0	6.75	26.2
05:20 05/15/2017	-6.2	2.72	6.04	0.9	2.3	3.5	4.08	24.8	8.05	26.2	5.47	24.8	4.14	26.1	6.32	26.2	2.16	26.3	5.27	26.2	6.54	28.4	5.25	41.6	2.15	26.3	6.49	26.4	6.14	26.6	5.59	26.7	6.18	26.0	6.75	26.2
05:30 05/15/2017	-6.2	2.71	6.04	0.9	2.2	3.6	4.08	24.8	8.05	26.3	5.47	24.8	4.14	26.2	6.32	26.2	2.16	26.3	5.27	26.2	6.54	28.4	5.24	41.1	2.15	26.3	6.49	26.3	6.14	26.6	5.59	26.6	6.18	26.0	6.75	26.2
05:40 05/15/2017	-6.2	2.71	6.04	0.7	2.4	3.6	4.08	24.8	8.05	26.3	5.47	24.8	4.14	26.2	6.32	26.2	2.16	26.4	5.27	26.2	6.54	28.5	5.24	41.2	2.15	26.3	6.49	26.3	6.13	26.5	5.58	26.6	6.18	26.0	6.75	26.2
05:50 05/15/2017	-6.2	2.71	6.03	0.8	2.5	3.6	4.08	24.8	8.05	26.3	5.47	24.9	4.14	26.2	6.32	26.2	2.16	26.4	5.27	26.2	6.54	28.5	5.24	42.0	2.15	26.4	6.48	26.3	6.13	26.5	5.58	26.6	6.18	26.1	6.75	26.2
06:00 05/15/2017	-6.2	2.70	6.03	0.8	2.4	4.2	4.08	24.9	8.05	26.3	5.47	24.9	4.13	26.2	6.32	26.3	2.16	26.3	5.27	26.2	6.54	28.5	5.24	42.7	2.15	26.4	6.48	26.3	6.13	26.5	5.58	26.6	6.18	26.1	6.75	26.2
06:10 05/15/2017	-6.2	2.70	6.03	0.8	2.1	3.8	4.08	25.0	8.05	26.3	5.46	24.9	4.13	26.2	6.32	26.3	2.16	26.4	5.27	26.2	6.54	28.6	5.23	42.6	2.15	26.5	6.48	26.2	6.13	26.4	5.58	26.5	6.18	26.1	6.74	26.2
06:20 05/15/2017	-6.2	2.70	6.03	0.9	2.4	2.8	4.08	25.0	8.05	26.3	5.46	24.9	4.13	26.2	6.32	26.3	2.16	26.3	5.27	26.2	6.54	28.6	5.23	42.8	2.15	26.5	6.48	26.2	6.13	26.3	5.58	26.5	6.18	26.1	6.74	26.2
06:30 05/15/2017	-6.2	2.69	6.03	0.7	2.3	4.1	4.08	25.0	8.05	26.3	5.46	25.0	4.13	26.2	6.32	26.3	2.16	26.4	5.27	26.2	6.53	28.6	5.23	43.0	2.15	26.5	6.48	26.2	6.13	26.3	5.58	26.5	6.18	26.1	6.74	26.2
06:40 05/15/2017	-6.2	2.69	6.03	0.9	2.4	4.1	4.08	25.0	8.05	26.3	5.46	25.0	4.12	26.3	6.32	26.3	2.16	26.3	5.27	26.3	6.53	28.6	5.23	43.0	2.15	26.5	6.48	26.2	6.13	26.3	5.58	26.5	6.18	26.1	6.74	26.2
06:50 05/15/2017	-6.2	2.69	6.03	0.9	2.5	4.0	4.07	25.0	8.05	26.3	5.46	24.9	4.12	26.2	6.32	26.3	2.16	26.3	5.28	26.3	6.53	28.6	5.23	43.7	2.15	26.5	6.48	26.2	6.13	26.3	5.58	26.4	6.18	26.1	6.74	26.2
07:00 05/15/2017	-6.2	2.69	6.02	0.7	1.9	3.9	4.07	25.0	8.04	26.3	5.46	24.8	4.12	26.2	6.32	26.3	2.16	26.3	5.28	26.3	6.53	28.6	5.23	43.6	2.15	26.5	6.48	26.1	6.13	26.3	5.58	26.4	6.18	26.1	6.74	26.2
07:10 05/15/2017	-6.2	2.68	6.02	0.8	2.2	4.2	4.07	24.9	8.04	26.3	5.46	24.8	4.12	26.2	6.32	26.3	2.16	26.3	5.28	26.2	6.53	28.6	5.21	43.5	2.15	26.5	6.48	26.1	6.13	26.2	5.58	26.3	6.18	26.1	6.73	26.2
07:20 05/15/2017	-6.2	2.68	6.02	0.9	2.4	4.0	4.07	24.9	8.04	26.2	5.46	24.9	4.12	26.2	6.32	26.3	2.16	26.2	5.28	26.2	6.53	28.6	5.21	44.0	2.15	26.5	6.48	26.1	6.13	26.2	5.58	26.3	6.18	26.0	6.73	26.2
07:30 05/15/2017	-6.2	2.67	6.02	0.8	1.9	3.7	4.07	24.8	8.04	26.2	5.45	25.0	4.12	26.2	6.32	26.3	2.16	26.2	5.28	26.2	6.53	28.6	5.21	43.8	2.15	26.5	6.48	26.0	6.13	26.2	5.57	26.3	6.18	26.0	6.73	26.2
07:40 05/15/2017	-6.2	2.67	6.02	0.8	2.2	4.0	4.07	24.8	8.04	26.2	5.45	24.8	4.12	26.2	6.32	26.3	2.16	26.2	5.28	26.2	6.53	28.5	5.21	43.8	2.15	26.5	6.48	26.0	6.13	26.1	5.57	26.3	6.18	26.0	6.73	26.2
07:50 05/15/2017	-6.2	2.66	6.02	0.8	2.5	3.9	4.07	24.7	8.04	26.2	5.45	24.8	4.12	26.2	6.33	26.3	2.16	26.2	5.28	26.2	6.53	28.5	5.21	43.8	2.15	26.5	6.48	26.1	6.13	26.4	5.57	26.4	6.18	26.0	6.73	26.1
