  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
04:00 05/17/2017	-6.2	2.60	6.01	0.9	2.0	4.0	3.90	23.8	8.02	26.4	5.56	23.9	3.80	26.2	6.37	25.9	2.16	26.6	5.30	26.3	6.58	30.5	5.33	45.1	2.15	26.7	6.52	26.0	6.18	26.4	5.50	26.3	6.12	25.5	6.85	25.2
04:10 05/17/2017	-6.2	2.60	6.01	0.9	2.2	4.2	3.90	23.9	8.02	26.4	5.56	24.0	3.79	26.2	6.37	26.0	2.16	26.6	5.30	26.4	6.58	30.5	5.33	45.3	2.15	26.8	6.52	25.9	6.18	26.3	5.50	26.2	6.12	25.6	6.85	25.3
04:20 05/17/2017	-6.2	2.60	6.00	0.8	2.5	3.9	3.90	24.1	8.03	26.5	5.56	24.2	3.78	26.3	6.36	26.0	2.16	26.6	5.30	26.5	6.58	30.6	5.32	45.2	2.15	26.8	6.52	25.8	6.18	26.2	5.50	26.2	6.11	25.7	6.86	25.3
04:30 05/17/2017	-6.2	2.60	6.00	0.9	2.2	4.0	3.90	24.1	8.03	26.5	5.55	24.3	3.78	26.3	6.36	26.0	2.16	26.7	5.29	26.5	6.58	30.6	5.32	45.1	2.15	26.8	6.52	25.8	6.18	26.1	5.50	26.1	6.11	25.7	6.86	25.3
04:40 05/17/2017	-6.2	2.60	6.00	0.9	2.2	4.2	3.89	24.2	8.03	26.6	5.55	24.5	3.77	26.3	6.36	26.1	2.16	26.7	5.28	26.5	6.58	30.6	5.32	45.2	2.15	26.9	6.52	25.8	6.18	26.1	5.50	26.1	6.11	25.7	6.86	25.4
04:50 05/17/2017	-6.2	2.60	6.00	0.8	2.2	3.8	3.89	24.2	8.04	26.6	5.55	24.5	3.77	26.3	6.35	26.1	2.16	26.7	5.28	26.6	6.57	30.7	5.31	45.2	2.15	26.9	6.52	25.8	6.18	26.2	5.50	26.2	6.11	25.8	6.86	25.5
05:00 05/17/2017	-6.2	2.60	6.00	0.8	2.3	3.4	3.89	24.3	8.04	26.6	5.54	24.6	3.77	26.4	6.35	26.2	2.16	26.7	5.28	26.6	6.57	30.7	5.31	45.1	2.15	26.9	6.52	26.1	6.18	26.7	5.50	26.3	6.11	25.8	6.86	25.5
05:10 05/17/2017	-6.2	2.60	6.00	0.7	2.5	4.0	3.89	24.4	8.04	26.6	5.54	24.7	3.77	26.5	6.35	26.3	2.16	26.7	5.28	26.6	6.57	30.7	5.30	45.1	2.15	26.9	6.51	26.3	6.17	27.2	5.50	26.5	6.11	25.8	6.85	25.6
05:20 05/17/2017	-6.2	2.60	6.00	0.7	2.3	4.1	3.89	24.5	8.04	26.7	5.54	24.8	3.77	26.5	6.35	26.3	2.16	26.8	5.28	26.6	6.57	30.4	5.30	45.0	2.15	26.8	6.51	26.5	6.17	27.5	5.50	26.7	6.11	25.8	6.85	25.6
05:30 05/17/2017	-6.2	2.60	6.00	0.7	2.5	3.9	3.89	24.6	8.04	26.7	5.54	24.8	3.76	26.5	6.35	26.3	2.16	26.7	5.28	26.6	6.57	30.5	5.30	45.0	2.15	26.8	6.51	26.5	6.17	27.3	5.50	26.7	6.11	25.9	6.85	25.6
05:40 05/17/2017	-6.2	2.60	5.99	0.8	2.2	3.6	3.89	24.6	8.04	26.7	5.53	25.0	3.76	26.5	6.35	26.3	2.16	26.7	5.27	26.7	6.57	30.6	5.29	45.1	2.15	26.8	6.51	26.5	6.17	27.2	5.50	26.7	6.11	26.0	6.85	25.6
05:50 05/17/2017	-6.2	2.60	5.99	0.7	2.6	4.1	3.89	24.7	8.05	26.7	5.53	25.0	3.76	26.5	6.35	26.4	2.16	26.7	5.27	26.7	6.57	30.7	5.29	45.1	2.15	26.8	6.51	26.5	6.17	27.1	5.50	26.7	6.10	26.0	6.85	25.6
06:00 05/17/2017	-6.2	2.60	5.99	0.8	2.4	3.7	3.89	24.7	8.05	26.7	5.53	25.0	3.75	26.5	6.35	26.4	2.16	26.7	5.27	26.7	6.57	30.7	5.29	45.3	2.15	26.8	6.51	26.5	6.17	26.9	5.50	26.6	6.10	26.0	6.85	25.7
06:10 05/17/2017	-6.2	2.60	5.99	0.8	2.3	3.9	3.89	24.8	8.05	26.7	5.53	25.1	3.75	26.5	6.35	26.5	2.16	26.7	5.27	26.7	6.56	30.3	5.28	45.2	2.15	26.8	6.51	26.5	6.17	26.8	5.49	26.6	6.12	26.0	6.85	25.7
06:20 05/17/2017	-6.2	2.60	5.99	0.8	2.0	4.0	3.89	24.8	8.05	26.7	5.53	25.1	3.75	26.5	6.35	26.5	2.16	26.7	5.27	26.7	6.56	30.5	5.28	45.2	2.15	26.9	6.51	26.4	6.17	26.8	5.49	26.6	6.10	26.0	6.85	25.7
06:30 05/17/2017	-6.2	2.60	5.99	0.8	2.4	3.9	3.89	24.9	8.05	26.7	5.52	25.2	3.75	26.6	6.35	26.5	2.16	26.7	5.28	26.7	6.56	30.6	5.28	45.1	2.15	26.9	6.51	26.4	6.17	26.7	5.49	26.6	6.11	26.0	6.84	25.9
06:40 05/17/2017	-6.2	2.60	5.99	0.8	2.0	3.1	3.89	24.9	8.05	26.7	5.52	25.2	3.75	26.6	6.35	26.5	2.16	26.7	5.27	26.7	6.56	30.7	5.27	45.2	2.15	26.9	6.51	26.4	6.17	26.6	5.49	26.6	6.11	26.0	6.84	26.0
06:50 05/17/2017	-6.2	2.60	5.99	0.7	2.5	3.5	3.89	25.0	8.05	26.7	5.52	25.2	3.75	26.6	6.35	26.5	2.16	26.8	5.28	26.7	6.56	30.5	5.27	45.1	2.15	26.9	6.51	26.3	6.17	26.6	5.49	26.6	6.11	26.1	6.84	26.0
07:00 05/17/2017	-6.2	2.60	5.99	0.7	2.0	4.1	3.89	25.0	8.05	26.7	5.52	25.1	3.75	26.5	6.35	26.6	2.16	26.7	5.28	26.7	6.56	30.5	5.27	45.2	2.15	26.8	6.51	26.3	6.17	26.5	5.49	26.5	6.11	26.1	6.84	26.0
07:10 05/17/2017	-6.2	2.60	5.99	0.7	2.4	3.9	3.89	25.0	8.05	26.7	5.52	25.1	3.75	26.5	6.35	26.6	2.16	26.7	5.28	26.7	6.56	30.6	5.27	45.3	2.15	26.9	6.51	26.3	6.17	26.5	5.49	26.5	6.11	26.1	6.84	26.1
07:20 05/17/2017	-6.2	2.60	5.99	0.7	2.1	4.0	3.89	24.9	8.05	26.7	5.52	25.3	3.74	26.6	6.35	26.6	2.16	26.7	5.28	26.7	6.56	30.7	5.26	45.1	2.15	26.9	6.51	26.2	6.17	26.4	5.49	26.5	6.11	26.2	6.84	26.0
07:30 05/17/2017	-6.2	2.60	5.99	0.8	2.3	3.2	3.89	24.9	8.05	26.7	5.52	25.3	3.74	26.5	6.35	26.6	2.16	26.7	5.28	26.7	6.56	30.7	5.26	45.2	2.15	26.9	6.51	26.2	6.17	26.3	5.49	26.5	6.11	26.2	6.83	26.0
07:40 05/17/2017	-6.2	2.60	5.98	0.7	2.3	3.9	3.89	24.8	8.05	26.6	5.51	25.3	3.74	26.6	6.36	26.6	2.16	26.6	5.28	26.6	6.56	30.7	5.26	45.6	2.15	26.8	6.51	26.2	6.17	26.3	5.49	26.4	6.11	26.2	6.83	25.9
07:50 05/17/2017	-6.2	2.60	5.98	0.6	2.4	3.9	3.88	24.7	8.04	26.7	5.52	25.2	3.74	26.6	6.36	26.6	2.16	26.7	5.28	26.7	6.56	30.4	5.26	45.5	2.15	26.9	6.51	26.1	6.17	26.3	5.49	26.4	6.11	26.2	6.83	25.9
08:00 05/17/2017	-6.2	2.60	5.98	0.8	2.4	3.2	3.88	24.7	8.04	26.7	5.52	25.2	3.74	26.6	6.36	26.6	2.16	26.7	5.28	26.7	6.55	30.6	5.25	45.3	2.15	26.9	6.51	26.1	6.17	26.2	5.49	26.3	6.11	26.2	6.83	25.9
08:10 05/17/2017	-6.2	2.60	5.98	0.8	2.4	4.1	3.88	24.8	8.04	26.7	5.51	25.3	3.74	26.6	6.36	26.6	2.16	26.8	5.28	26.7	6.55	30.6	5.25	45.4	2.15	26.8	6.51	26.1	6.17	26.2	5.49	26.3	6.11	26.2	6.83	25.8
08:20 05/17/2017	-6.2	2.60	5.98	0.8	2.4	4.1	3.88	25.0	8.04	26.7	5.51	25.4	3.74	26.6	6.36	26.6	2.16	26.8	5.29	26.7	6.55	30.7	5.25	45.5	2.15	27.0	6.51	26.0	6.17	26.2	5.49	26.3	6.12	26.2	6.83	25.8
08:30 05/17/2017	-6.2	2.60	5.98	0.8	2.3	4.0	3.88	25.0	8.04	26.7	5.51	25.5	3.73	26.6	6.36	26.6	2.16	26.8	5.28	26.7	6.55	30.7	5.25	45.5	2.15	26.9	6.51	26.0	6.17	26.1	5.49	26.2	6.12	26.1	6.83	25.8
08:40 05/17/2017	-6.2	2.60	5.98	0.8	2.5	4.0	3.88	25.1	8.04	26.7	5.51	25.5	3.73	26.6	6.36	26.6	2.16	26.8	5.29	26.7	6.55	30.7	5.25	45.6	2.15	26.9	6.51	25.9	6.16	26.1	5.49	26.2	6.12	26.1	6.82	25.8
08:50 05/17/2017	-6.2	2.60	5.98	0.8	2.5	3.5	3.88	25.1	8.04	26.8	5.51	25.5	3.73	26.6	6.36	26.6	2.16	26.8	5.29	26.7	6.55	30.6	5.24	45.7	2.15	27.0	6.51	25.9	6.16	26.1	5.49	26.2	6.12	26.1	6.82	25.8
09:00 05/17/2017	-6.2	2.60	5.97	0.7	2.4	3.8	3.88	25.1	8.04	26.8	5.51	25.5	3.73	26.7	6.36	26.7	2.16	26.8	5.29	26.7	6.55	30.5	5.24	45.7	2.15	27.0	6.51	26.0	6.16	26.4	5.49	26.3	6.12	26.0	6.82	25.8
09:10 05/17/2017	-6.2	2.60	5.97	0.8	1.8	4.1	3.88	25.1	8.04	26.8	5.51	25.6	3.73	26.7	6.36	26.7	2.16	26.9	5.29	26.7	6.55	30.6	5.24	45.7	2.15	27.0	6.51	26.1	6.16	26.9	5.49	26.5	6.12	26.0	6.82	25.8
09:20 05/17/2017	-6.2	2.60	5.97	0.8	2.2	4.0	3.88	25.0	8.04	26.8	5.51	25.6	3.73	26.7	6.36	26.7	2.16	26.9	5.29	26.8	6.55	30.7	5.24	45.5	2.15	27.0	6.50	26.3	6.16	27.3	5.49	26.6	6.12	26.0	6.82	25.8
09:30 05/17/2017	-6.2	2.60	5.97	0.8	2.3	3.6	3.88	25.0	8.03	26.8	5.51	25.5	3.72	26.7	6.36	26.7	2.16	27.0	5.29	26.8	6.55	30.7	5.24	45.4	2.15	27.0	6.50	26.5	6.16	27.5	5.48	26.7	6.12	26.0	6.82	25.8
09:40 05/17/2017	-6.2	2.60	5.97	0.9	2.4	3.3	3.88	25.0	8.03	26.8	5.51	25.4	3.72	26.7	6.36	26.7	2.16	26.9	5.29	26.8	6.55	30.7	5.23	45.5	2.15	27.0	6.50	26.5	6.16	27.2	5.48	26.7	6.12	26.0	6.82	25.8
09:50 05/17/2017	-6.2	2.60	5.97	0.8	2.3	3.9	3.88	25.0	8.03	26.8	5.51	25.3	3.72	26.6	6.36	26.7	2.16	26.7	5.29	26.7	6.54	30.5	5.23	45.4	2.15	26.9	6.50	26.5	6.16	27.1	5.48	26.7	6.12	26.0	6.81	25.8
10:00 05/17/2017	-6.2	2.60	5.97	0.7	2.5	4.1	3.88	25.0	8.03	26.7	5.50	25.3	3.72	26.6	6.36	26.7	2.16	26.7	5.29	26.7	6.54	30.4	5.23	45.7	2.15	26.9	6.50	26.4	6.16	26.9	5.48	26.7	6.12	26.0	6.81	25.8
10:10 05/17/2017	-6.2	2.60	5.97	0.7	2.3	3.6	3.88	25.0	8.03	26.7	5.50	25.3	3.72	26.6	6.36	26.7	2.16	26.6	5.29	26.7	6.54	30.5	5.23	45.7	2.15	26.8	6.50	26.4	6.16	26.8	5.48	26.7	6.12	25.9	6.81	25.7
10:20 05/17/2017	-6.2	2.60	5.97	0.8	2.5	4.1	3.88	25.0	8.03	26.6	5.50	25.3	3.72	26.6	6.36	26.7	2.16	26.6	5.29	26.7	6.54	30.8	5.23	45.7	2.15	26.8	6.50	26.3	6.16	26.7	5.48	26.6	6.14	25.8	6.81	25.9
10:30 05/17/2017	-6.2	2.60	5.97	0.8	2.1	3.9	3.88	25.0	8.03	26.6	5.50	25.3	3.72	26.6	6.36	26.7	2.16	26.6	5.30	26.7	6.54	31.1	5.23	45.7	2.15	26.8	6.50	26.3	6.16	26.6	5.48	26.6	6.14	25.8	6.81	25.9
10:40 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.8	3.88	25.0	8.03	26.6	5.50	25.3	3.73	26.6	6.36	26.7	2.16	26.6	5.30	26.6	6.54	31.2	5.23	45.5	2.15	26.8	6.50	26.2	6.16	26.5	5.48	26.6	6.14	25.8	6.81	25.9
10:50 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.9	3.88	25.1	8.03	26.6	5.50	25.5	3.72	26.7	6.37	26.7	2.16	26.6	5.30	26.6	6.54	31.1	5.23	45.7	2.15	26.8	6.50	26.2	6.16	26.5	5.48	26.6	6.14	25.8	6.81	26.0
11:00 05/17/2017	-6.2	2.60	5.97	0.7	2.0	4.1	3.88	25.2	8.03	26.7	5.50	25.5	3.72	26.8	6.37	26.7	2.16	26.7	5.30	26.7	6.54	31.0	5.22	45.8	2.15	26.8	6.50	26.2	6.16	26.4	5.48	26.5	6.14	25.8	6.80	26.0
11:10 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.7	3.88	25.1	8.03	26.8	5.50	25.5	3.71	26.7	6.37	26.7	2.16	26.8	5.30	26.7	6.54	31.0	5.22	45.7	2.15	27.0	6.50	26.1	6.16	26.3	5.48	26.5	6.14	25.9	6.80	26.1
11:20 05/17/2017	-6.2	2.60	5.97	0.9	2.5	3.9	3.88	25.2	8.03	26.8	5.50	25.6	3.71	26.6	6.37	26.7	2.16	27.0	5.30	26.8	6.54	31.0	5.22	45.7	2.15	27.0	6.50	26.1	6.16	26.3	5.48	26.5	6.14	25.9	6.80	26.1
11:30 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.4	3.88	25.1	8.03	26.9	5.50	25.7	3.71	26.7	6.37	26.7	2.16	27.1	5.30	26.8	6.54	31.0	5.22	45.7	2.15	27.0	6.50	26.1	6.16	26.2	5.48	26.5	6.14	26.0	6.80	26.2
11:40 05/17/2017	-6.2	2.60	5.97	0.7	2.2	4.1	3.87	25.0	8.02	27.0	5.50	25.6	3.71	26.7	6.36	26.8	2.16	27.1	5.30	26.8	6.54	31.0	5.22	46.1	2.15	27.1	6.50	26.1	6.16	26.2	5.48	26.5	6.14	26.0	6.80	26.2
11:50 05/17/2017	-6.2	2.60	5.97	0.7	2.0	4.2	3.88	25.0	8.02	27.0	5.50	25.6	3.71	26.7	6.36	26.8	2.16	27.1	5.30	26.8	6.53	31.3	5.22	46.0	2.15	27.1	6.50	26.0	6.16	26.2	5.48	26.5	6.14	26.0	6.80	26.2
12:00 05/17/2017	-6.2	2.60	5.97	0.9	2.4	3.7	3.87	25.0	8.02	27.0	5.50	25.5	3.71	26.8	6.36	26.8	2.16	27.1	5.30	26.8	6.53	31.1	5.22	45.8	2.15	27.1	6.50	26.0	6.16	26.1	5.48	26.4	6.14	26.0	6.80	26.2
12:10 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.3	3.87	24.8	8.02	27.1	5.50	25.5	3.71	26.8	6.36	26.8	2.16	27.2	5.30	26.5	6.53	31.0	5.21	45.1	2.15	26.8	6.51	26.0	6.16	26.1	5.48	26.4	6.14	26.0	6.80	26.3
12:20 05/17/2017	-6.2	2.60	5.97	0.8	2.1	4.2	3.87	24.6	8.02	27.1	5.50	25.3	3.70	26.8	6.36	26.8	2.16	27.2	5.30	26.1	6.53	31.2	5.21	45.0	2.15	26.7	6.50	26.0	6.16	26.1	5.48	26.4	6.14	26.1	6.80	26.3
12:30 05/17/2017	-6.2	2.60	5.97	0.8	2.3	4.1	3.87	24.4	8.02	27.2	5.50	25.3	3.71	26.8	6.36	26.9	2.16	27.2	5.30	26.1	6.53	31.2	5.21	45.2	2.15	26.7	6.51	25.9	6.16	26.0	5.48	26.3	6.14	26.1	6.79	26.3
12:40 05/17/2017	-6.2	2.60	5.97	0.8	1.8	4.1	3.87	24.4	8.02	27.2	5.50	25.3	3.71	26.8	6.36	26.9	2.16	27.2	5.30	26.3	6.53	31.0	5.21	45.1	2.15	26.8	6.51	25.9	6.16	26.0	5.48	26.3	6.15	26.1	6.79	26.4
12:50 05/17/2017	-6.2	2.60	5.97	0.7	2.1	3.7	3.87	24.5	8.02	27.2	5.50	25.3	3.70	26.8	6.36	26.7	2.16	27.2	5.30	26.4	6.53	31.0	5.21	45.1	2.15	26.9	6.51	26.0	6.16	26.5	5.48	26.5	6.15	26.1	6.79	26.4
13:00 05/17/2017	-6.2	2.60	5.97	0.8	2.3	3.6	3.87	24.6	8.02	27.2	5.50	25.3	3.70	26.6	6.36	26.4	2.16	27.0	5.30	26.5	6.53	30.9	5.21	45.2	2.15	26.9	6.51	26.2	6.16	27.0	5.48	26.6	6.15	26.1	6.79	26.4
13:10 05/17/2017	-6.2	2.60	5.97	0.8	2.4	3.5	3.87	24.7	8.02	27.1	5.50	25.1	3.70	26.6	6.36	26.3	2.16	26.9	5.30	26.6	6.53	30.9	5.21	45.5	2.15	26.9	6.51	26.3	6.16	27.5	5.48	26.7	6.15	26.2	6.79	26.4
13:20 05/17/2017	-6.2	2.60	5.97	0.8	2.4	3.8	3.87	24.6	8.02	27.1	5.50	24.8	3.70	26.6	6.36	26.4	2.16	26.9	5.30	26.6	6.53	30.9	5.21	45.5	2.15	26.9	6.51	26.4	6.16	27.5	5.48	26.8	6.15	26.2	6.79	26.4
13:30 05/17/2017	-6.2	2.60	5.97	0.8	2.2	3.8	3.87	24.5	8.02	27.0	5.50	24.6	3.70	26.6	6.36	26.5	2.16	26.8	5.30	26.6	6.53	30.8	5.21	45.2	2.15	26.9	6.51	26.4	6.16	27.2	5.48	26.8	6.15	26.2	6.79	26.4
13:40 05/17/2017	-6.2	2.60	5.97	0.7	2.5	3.4	3.87	24.5	8.02	27.0	5.50	24.6	3.70	26.6	6.36	26.5	2.16	26.8	5.30	26.6	6.53	30.8	5.21	45.5	2.15	26.9	6.51	26.4	6.16	27.1	5.48	26.7	6.15	26.2	6.79	26.3
13:50 05/17/2017	-6.2	2.60	5.97	0.8	2.3	4.1	3.87	24.4	8.02	27.0	5.50	24.6	3.71	26.6	6.37	26.5	2.16	26.8	5.31	26.7	6.53	30.8	5.22	45.3	2.15	27.0	6.51	26.3	6.16	27.0	5.49	26.7	6.15	26.2	6.79	26.3
14:00 05/17/2017	-6.2	2.60	5.97	0.7	2.5	4.1	3.87	24.5	8.02	26.9	5.50	24.7	3.70	26.6	6.37	26.5	2.16	26.8	5.30	26.7	6.53	30.8	5.20	45.6	2.15	27.0	6.51	26.3	6.16	26.8	5.49	26.7	6.15	26.2	6.79	26.3
14:10 05/17/2017	-6.2	2.60	5.97	0.8	2.3	4.2	3.87	24.5	8.02	26.9	5.51	24.8	3.70	26.6	6.37	26.5	2.16	26.8	5.30	26.7	6.53	30.2	5.20	45.6	2.15	27.0	6.51	26.3	6.16	26.7	5.48	26.7	6.15	26.2	6.79	26.3
14:20 05/17/2017	-6.2	2.60	5.97	0.8	2.5	3.5	3.87	24.5	8.02	27.0	5.51	24.8	3.70	26.6	6.37	26.6	2.16	26.9	5.30	26.8	6.53	29.2	5.20	45.6	2.15	26.9	6.51	26.2	6.16	26.7	5.48	26.7	6.15	26.3	6.79	26.4
14:30 05/17/2017	-6.2	2.60	5.97	0.8	2.3	3.9	3.87	24.4	8.02	27.0	5.51	24.7	3.70	26.6	6.36	26.6	2.16	26.9	5.30	26.8	6.53	29.1	5.20	45.2	2.15	27.0	6.51	26.2	6.16	26.6	5.48	26.7	6.15	26.3	6.79	26.4
14:40 05/17/2017	-6.2	2.60	5.97	0.8	2.5	4.1	3.87	24.4	8.02	26.9	5.51	24.7	3.70	26.6	6.37	26.7	2.16	26.9	5.30	26.8	6.53	29.1	5.20	45.2	2.15	27.0	6.51	26.2	6.16	26.5	5.48	26.6	6.15	26.3	6.79	26.4
14:50 05/17/2017	-6.2	2.60	5.97	0.8	2.0	4.1	3.87	24.4	8.02	26.9	5.50	24.7	3.70	26.6	6.36	26.7	2.16	26.9	5.31	26.8	6.53	29.3	5.20	44.7	2.15	27.0	6.51	26.2	6.16	26.5	5.48	26.6	6.15	26.4	6.79	26.4
15:00 05/17/2017	-6.2	2.60	5.97	0.9	2.5	4.0	3.87	24.5	8.02	26.9	5.51	24.8	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	29.4	5.20	44.7	2.15	27.0	6.51	26.2	6.16	26.4	5.48	26.6	6.15	26.4	6.79	26.4
15:10 05/17/2017	-6.2	2.60	5.97	0.9	2.4	3.9	3.87	24.4	8.02	26.9	5.51	24.7	3.70	26.7	6.36	26.7	2.16	26.9	5.31	26.8	6.53	29.8	5.20	44.1	2.15	27.1	6.51	26.2	6.16	26.3	5.48	26.6	6.15	26.4	6.79	26.4
15:20 05/17/2017	-6.2	2.60	5.97	0.9	2.3	4.2	3.87	24.5	8.02	26.9	5.51	24.7	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	30.2	5.20	45.2	2.15	27.1	6.51	26.2	6.16	26.3	5.48	26.5	6.15	26.4	6.79	26.4
15:30 05/17/2017	-6.2	2.60	5.97	0.8	2.5	4.1	3.87	24.5	8.02	26.9	5.51	24.7	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	30.5	5.20	45.0	2.15	27.1	6.51	26.1	6.16	26.2	5.48	26.5	6.15	26.4	6.79	26.4
15:40 05/17/2017	-6.2	2.60	5.97	0.9	2.6	4.2	3.87	24.5	8.02	26.9	5.51	24.7	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	30.8	5.20	45.0	2.15	27.1	6.51	26.1	6.16	26.2	5.49	26.5	6.15	26.4	6.79	26.4
15:50 05/17/2017	-6.2	2.60	5.97	0.9	2.5	4.3	3.87	24.4	8.02	26.9	5.51	24.6	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	31.1	5.20	44.7	2.15	27.1	6.51	26.0	6.16	26.1	5.49	26.4	6.15	26.4	6.79	26.4
16:00 05/17/2017	-6.2	2.60	5.97	0.9	2.6	4.1	3.87	24.4	8.02	26.8	5.51	24.7	3.70	26.7	6.37	26.7	2.16	26.9	5.31	26.8	6.53	31.3	5.20	45.0	2.15	27.1	6.51	25.9	6.16	26.1	5.49	26.3	6.15	26.5	6.79	26.4
16:10 05/17/2017	-6.2	2.60	5.97	0.9	2.5	3.9	3.87	24.2	8.02	26.7	5.51	24.5	3.70	26.6	6.37	26.7	2.16	26.9	5.31	26.8	6.53	31.1	5.21	44.7	2.15	27.1	6.51	25.8	6.16	26.0	5.49	26.3	6.15	26.4	6.78	26.3
16:20 05/17/2017	-6.2	2.60	5.97	0.8	2.6	4.2	3.87	24.1	8.02	26.7	5.51	24.3	3.70	26.6	6.37	26.6	2.16	26.9	5.32	26.8	6.53	31.1	5.21	44.6	2.15	27.0	6.52	25.8	6.16	26.0	5.49	26.2	6.16	26.4	6.78	26.3
16:30 05/17/2017	-6.2	2.60	5.97	0.9	2.5	4.0	3.87	23.9	8.01	26.7	5.51	24.2	3.71	26.6	6.37	26.6	2.16	26.8	5.32	26.7	6.54	31.1	5.21	44.7	2.15	27.0	6.52	25.9	6.17	26.5	5.49	26.3	6.16	26.3	6.78	26.3
16:40 05/17/2017	-6.2	2.60	5.97	0.8	2.3	3.6	3.87	23.8	8.01	26.6	5.52	24.1	3.71	26.5	6.37	26.6	2.16	26.8	5.33	26.7	6.54	31.1	5.21	44.9	2.15	27.0	6.52	26.0	6.17	27.0	5.49	26.3	6.16	26.3	6.78	26.3
16:50 05/17/2017	-6.2	2.60	5.97	0.9	2.6	4.2	3.87	23.7	8.01	26.6	5.52	24.0	3.71	26.5	6.38	26.5	2.16	26.8	5.33	26.7	6.54	31.0	5.21	44.8	2.15	26.9	6.52	26.1	6.17	27.4	5.49	26.4	6.17	26.3	6.78	26.3
17:00 05/17/2017	-6.2	2.60	5.97	0.8	2.5	4.0	3.87	23.6	8.01	26.6	5.52	23.9	3.71	26.5	6.38	26.4	2.16	26.8	5.33	26.7	6.54	31.0	5.21	44.6	2.15	26.9	6.52	26.1	6.17	27.7	5.49	26.5	6.17	26.2	6.78	26.3
17:10 05/17/2017	-6.2	2.60	5.97	0.9	2.5	4.2	3.87	23.6	8.01	26.6	5.52	23.8	3.71	26.5	6.38	26.3	2.16	26.8	5.33	26.6	6.54	31.0	5.21	44.8	2.15	26.9	6.52	26.1	6.17	27.3	5.50	26.4	6.17	26.2	6.78	26.2
17:20 05/17/2017	-6.2	2.60	5.99	0.8	2.5	4.0	3.87	23.5	8.01	26.6	5.52	23.8	3.71	26.4	6.38	26.3	2.16	26.8	5.33	26.6	6.54	31.0	5.21	44.8	2.15	26.8	6.52	26.0	6.17	27.1	5.50	26.3	6.17	26.2	6.78	26.2
17:30 05/17/2017	-6.2	2.60	5.99	0.9	2.4	4.1	3.88	23.5	8.01	26.5	5.53	23.7	3.71	26.3	6.38	26.3	2.16	26.8	5.33	26.6	6.54	31.0	5.23	44.6	2.15	26.8	6.52	25.9	6.17	26.8	5.50	26.2	6.17	26.1	6.78	26.2
17:40 05/17/2017	-6.2	2.60	5.99	0.8	2.5	4.2	3.88	23.5	8.01	26.5	5.52	23.7	3.72	26.3	6.38	26.3	2.16	26.8	5.33	26.6	6.54	31.0	5.23	44.6	2.15	26.8	6.52	25.8	6.18	26.7	5.50	26.2	6.17	26.1	6.78	26.2
17:50 05/17/2017	-6.2	2.60	5.99	0.9	2.2	4.1	3.87	23.4	8.01	26.5	5.53	23.7	3.72	26.3	6.38	26.2	2.16	26.8	5.33	26.6	6.54	31.0	5.23	44.6	2.15	26.8	6.53	25.8	6.18	26.5	5.50	26.1	6.17	26.1	6.78	26.2
18:00 05/17/2017	-6.2	2.60	5.99	0.9	2.4	4.2	3.88	23.4	8.01	26.5	5.53	23.6	3.72	26.3	6.38	26.2	2.16	26.8	5.33	26.6	6.54	31.0	5.23	44.5	2.15	26.8	6.53	25.7	6.18	26.4	5.50	26.1	6.17	26.0	6.78	26.2
18:10 05/17/2017	-6.2	2.60	5.99	0.7	2.5	4.0	3.88	23.3	8.01	26.5	5.53	23.6	3.71	26.3	6.38	26.2	2.16	26.8	5.33	26.6	6.54	31.0	5.23	45.0	2.15	26.8	6.53	25.7	6.18	26.3	5.50	26.0	6.17	26.0	6.78	26.2
18:20 05/17/2017	-6.2	2.60	5.99	0.9	2.2	4.3	3.88	23.3	8.01	26.5	5.53	23.6	3.72	26.3	6.38	26.2	2.16	26.7	5.34	26.5	6.54	31.0	5.23	44.5	2.15	26.8	6.53	25.6	6.18	26.2	5.50	26.0	6.17	26.0	6.78	26.2
18:30 05/17/2017	-6.2	2.60	5.99	0.9	2.5	4.1	3.88	23.3	8.01	26.5	5.53	23.6	3.71	26.3	6.38	26.1	2.16	26.7	5.33	26.5	6.54	31.0	5.23	44.8	2.15	26.8	6.53	25.6	6.18	26.1	5.50	25.9	6.17	25.9	6.78	26.2
